,model_version_id,covariate_id,covariate_name_short,location_id,location_name,year_id,age_group_id,age_group_name,sex_id,sex,mean_value,lower_value,upper_value
186,34911,13,ASFR,205,Côte d'Ivoire,2019,13,40 to 44,2,Female,0.0532152661803978,0.0441047769044602,0.0629733135995319
187,34911,13,ASFR,205,Côte d'Ivoire,2019,14,45 to 49,2,Female,0.0200992400262164,0.0137995514228329,0.0270707877183572
188,34911,13,ASFR,205,Côte d'Ivoire,2019,15,50 to 54,2,Female,0.000681504709617623,0.0006577310166816481,0.000704658741847523
189,34911,13,ASFR,207,Ghana,2019,7,10 to 14,2,Female,0.0010165917275969,0.000452972057918641,0.00209436170501658
190,34911,13,ASFR,207,Ghana,2019,8,15 to 19,2,Female,0.0442412804666331,0.0367808806222272,0.0530326645008334
191,34911,13,ASFR,207,Ghana,2019,9,20 to 24,2,Female,0.13341396471424402,0.11111240398066802,0.15835717973517
192,34911,13,ASFR,207,Ghana,2019,10,25 to 29,2,Female,0.149961224681595,0.13508154811929698,0.16608552573645902
193,34911,13,ASFR,207,Ghana,2019,11,30 to 34,2,Female,0.14425943015880402,0.127828119893497,0.162088423058161
194,34911,13,ASFR,207,Ghana,2019,12,35 to 39,2,Female,0.0954086614008488,0.0784352818695295,0.114379078600469
195,34911,13,ASFR,207,Ghana,2019,13,40 to 44,2,Female,0.0519490172227285,0.0419673888702849,0.0631707307576527
196,34911,13,ASFR,207,Ghana,2019,14,45 to 49,2,Female,0.0121214768835499,0.00688155078708736,0.0200199381951848
197,34911,13,ASFR,207,Ghana,2019,15,50 to 54,2,Female,0.000411002782835838,0.000396665311917328,0.000424966547936888
198,34911,13,ASFR,213,Niger,2019,7,10 to 14,2,Female,0.00273266633943504,0.00119283564094745,0.0057675233838415
199,34911,13,ASFR,213,Niger,2019,8,15 to 19,2,Female,0.17992253483159804,0.16539540853772303,0.19602682822111603
200,34911,13,ASFR,213,Niger,2019,9,20 to 24,2,Female,0.321684101101573,0.30809332737115397,0.335064848035426
201,34911,13,ASFR,213,Niger,2019,10,25 to 29,2,Female,0.333887622671353,0.326450671599282,0.34160756687720595
202,34911,13,ASFR,213,Niger,2019,11,30 to 34,2,Female,0.289693187784492,0.27878449647875103,0.29986832971002003
203,34911,13,ASFR,213,Niger,2019,12,35 to 39,2,Female,0.206081243988548,0.19460153695619697,0.21654330594049498
204,34911,13,ASFR,213,Niger,2019,13,40 to 44,2,Female,0.109658064104962,0.102119117439309,0.116516496539084
205,34911,13,ASFR,213,Niger,2019,14,45 to 49,2,Female,0.0430394241939086,0.0388784261607736,0.0462616388367742
206,34911,13,ASFR,213,Niger,2019,15,50 to 54,2,Female,0.00145933728086837,0.00140842958218959,0.00150891807166655
207,34911,13,ASFR,214,Nigeria,2019,7,10 to 14,2,Female,0.00164271991139305,0.00072960192464783,0.00341736148441893
208,34911,13,ASFR,214,Nigeria,2019,8,15 to 19,2,Female,0.0765501684975742,0.0656797719017413,0.0900428664534035
209,34911,13,ASFR,214,Nigeria,2019,9,20 to 24,2,Female,0.186881077301349,0.163513605934386,0.213733263008409
210,34911,13,ASFR,214,Nigeria,2019,10,25 to 29,2,Female,0.224916913151545,0.20975524882632002,0.24192287423984302
211,34911,13,ASFR,214,Nigeria,2019,11,30 to 34,2,Female,0.21068188441481697,0.194665512877248,0.22657658759278898
212,34911,13,ASFR,214,Nigeria,2019,12,35 to 39,2,Female,0.14144298632171698,0.12479472407311899,0.158085442324553
213,34911,13,ASFR,214,Nigeria,2019,13,40 to 44,2,Female,0.0613714067659496,0.051787191630401,0.0713945629189114
214,34911,13,ASFR,214,Nigeria,2019,14,45 to 49,2,Female,0.0316526737904586,0.0247721794127639,0.0379245858180187
215,34911,13,ASFR,214,Nigeria,2019,15,50 to 54,2,Female,0.00107324686067986,0.0010358075870399,0.00110971028059777
216,34911,13,ASFR,522,Sudan,2019,7,10 to 14,2,Female,0.00035879265803928997,0.000158838098424379,0.000744226170339265
