location_name,nutrient,vehicle,coverage_level,measure,value,lower,upper
India,Folic acid,Wheat flour,0.8,counts_averted,1792.5756557717934,671.7047400857801,3674.676296025792
India,Folic acid,Wheat flour,0.5,counts_averted,1120.3597848573704,419.8154625536123,2296.67268501612
India,Folic acid,Wheat flour,0.2,counts_averted,448.1439139429483,167.92618502144444,918.6690740064465
India,Folic acid,Wheat flour,0.2,rates_averted,0.38279747133512637,0.1434399017752744,0.7847126505174832
India,Folic acid,Wheat flour,0.8,rates_averted,1.5311898853405057,0.5737596071010995,3.1388506020699376
India,Folic acid,Wheat flour,0.5,rates_averted,0.9569936783378159,0.358599754438187,1.9617816262937111
India,Folic acid,Wheat flour,0.8,pif,0.2558223261047873,0.12412886537117715,0.40514576645057554
India,Folic acid,Wheat flour,0.2,pif,0.06395558152619682,0.031032216342794336,0.10128644161264345
India,Folic acid,Wheat flour,0.5,pif,0.15988895381549204,0.07758054085698562,0.25321610403160943
India,Iron,Wheat flour,0.8,counts_averted,13260.518760732542,153.0502415066305,27501.521265371965
India,Iron,Wheat flour,0.5,counts_averted,8289.482695507062,95.6565769204781,17194.00921973693
India,Iron,Wheat flour,0.2,counts_averted,3316.4565172557755,38.26270116798536,6879.827287888409
India,Iron,Wheat flour,0.5,rates_averted,2.671785798279776,0.03073271406190083,5.556598764002167
India,Iron,Wheat flour,0.2,rates_averted,1.0689211615593508,0.012293107506170936,2.223332202025393
India,Iron,Wheat flour,0.8,rates_averted,4.274029960341961,0.04917225498178895,8.887787471776413
India,Iron,Wheat flour,0.8,pif,0.29834683695718295,0.0033745608330743152,0.6578560559553122
India,Iron,Wheat flour,0.2,pif,0.07461580177280401,0.0008436439478846947,0.16454853606299624
India,Iron,Wheat flour,0.5,pif,0.1865031375868349,0.0021091051951330083,0.4112656836870321
India,Vitamin A,Oil,0.8,counts_averted,61820.06098354922,-2939.906075661739,131783.8665119083
India,Vitamin A,Oil,0.5,counts_averted,38637.53811471826,-1837.4412972885868,82364.91656994265
India,Vitamin A,Oil,0.2,counts_averted,15455.015245887307,-734.9765189154348,32945.96662797707
India,Vitamin A,Oil,0.5,rates_averted,33.0035763708076,-1.5695134095212742,70.35481417631519
India,Vitamin A,Oil,0.2,rates_averted,13.201430548323039,-0.6278053638085097,28.141925670526064
India,Vitamin A,Oil,0.8,rates_averted,52.805722193292155,-2.511221455234039,112.56770268210428
India,Vitamin A,Oil,0.8,pif,24.748327988610782,-1.2440179476789643,42.62541044352662
