location_name,vehicle,percent_of_population_eating_industrially_produced_vehicle,percent_of_population_eating_vehicle,nutrient,percent_of_population_eating_fortified_vehicle,location_id,sodium,whole_grains,sdi,hh_salt,fao_maize_and_products,fao_rice_and_products,fao_wheat_and_products,fao_oil_all,parent_id
Bangladesh,oil,87.95,51.0,vitamin d,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,59.0,vitamin a,25.62341600000001,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,59.0,vitamin d,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,68.0,vitamin a,25.62341600000001,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,68.0,vitamin d,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,76.0,vitamin a,25.62341600000001,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,76.0,vitamin d,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,100.0,vitamin a,25.62341600000001,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,100.0,vitamin d,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,99.8,vitamin a,25.62341600000001,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,oil,87.95,99.8,vitamin d,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,40.0,iron,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,40.0,zinc,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,40.0,folic acid,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,40.0,vitamin b12,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,40.0,vitamin b1,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,40.0,vitamin a,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,63.0,iron,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,63.0,zinc,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,63.0,folic acid,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,63.0,vitamin b12,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,63.0,vitamin b1,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,63.0,vitamin a,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,59.0,iron,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,59.0,zinc,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,59.0,folic acid,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,59.0,vitamin b12,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,59.0,vitamin b1,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,59.0,vitamin a,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,70.0,iron,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,70.0,zinc,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,70.0,folic acid,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,70.0,vitamin b12,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,70.0,vitamin b1,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,70.0,vitamin a,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,77.0,iron,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,77.0,zinc,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,77.0,folic acid,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,77.0,vitamin b12,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,77.0,vitamin b1,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,77.0,vitamin a,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,65.0,iron,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,65.0,zinc,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,65.0,folic acid,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,65.0,vitamin b12,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,65.0,vitamin b1,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,65.0,vitamin a,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,76.2,iron,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,76.2,zinc,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,76.2,folic acid,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,76.2,vitamin b12,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,76.2,vitamin b1,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,76.2,vitamin a,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,41.9,iron,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,41.9,zinc,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,41.9,folic acid,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,41.9,vitamin b12,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,41.9,vitamin b1,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,41.9,vitamin a,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,68.0,iron,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,68.0,zinc,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,68.0,folic acid,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,68.0,vitamin b12,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,68.0,vitamin b1,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Bangladesh,wheat flour,38.241333333333344,68.0,vitamin a,0.0,161.0,1.8698000198640397,30.64506566715914,0.47523193662892,0.809816912489963,7.0,1728.0,164.0,178.0,159
Côte d'Ivoire,oil,98.0,98.5,vitamin a,70.0,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,oil,98.0,98.5,vitamin a,75.0,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,oil,98.0,98.5,vitamin a,98.0,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,oil,98.0,98.5,vitamin d,0.0,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,wheat flour,10.2,54.7,iron,13.4015,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,wheat flour,10.2,54.7,zinc,0.0,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,wheat flour,10.2,54.7,vitamin b12,0.0,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,wheat flour,10.2,54.7,vitamin b1,0.0,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,wheat flour,10.2,54.7,vitamin a,0.0,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,maize flour,,,,,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Côte d'Ivoire,bouillon,,,,,205.0,1.1559406585938077,8.537658633355704,0.418604903590568,0.808724151820073,232.0,601.0,181.0,360.0,199
Ethiopia,oil,19.0,55.0,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,19.0,55.0,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,19.0,3.7,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,19.0,3.7,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,92.0,55.0,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,92.0,55.0,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,92.0,3.7,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,92.0,3.7,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,70.0,55.0,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,70.0,55.0,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,70.0,3.7,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,70.0,3.7,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,50.0,55.0,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,50.0,55.0,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,50.0,3.7,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,50.0,3.7,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,55.0,55.0,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,55.0,55.0,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,55.0,3.7,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,55.0,3.7,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,57.2,55.0,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,57.2,55.0,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,57.2,3.7,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,oil,57.2,3.7,vitamin d,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,28.0,28.0,folic acid,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,28.0,28.0,iron,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,28.0,28.0,zinc,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,28.0,28.0,vitamin b12,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,28.0,28.0,vitamin b1,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,28.0,28.0,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,18.0,28.0,folic acid,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,18.0,28.0,iron,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,18.0,28.0,zinc,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,18.0,28.0,vitamin b12,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,18.0,28.0,vitamin b1,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,18.0,28.0,vitamin a,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,89.0,28.0,folic acid,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
Ethiopia,wheat flour,89.0,28.0,iron,0.0,179.0,1.0064857604488053,5.693807341623042,0.33767313792055,0.6444877210085079,437.0,33.0,333.0,79.0,174
