location_id,vehicle,coverage_level,measure,age_group_id,draw_43,draw_67,draw_240,draw_298,draw_314,draw_539,draw_558,draw_709,draw_737,draw_767
6,wheat flour,0.2,pif,2,0.0006481055333951233,0.0008693224720044655,0.0027472074645319986,0.001122357555037562,0.0010863056040031128,0.002147598167940845,0.0017256572868654225,0.002165306150764545,0.0007678325012237826,0.0012235512575863713
6,wheat flour,0.2,pif,3,0.002603523615992243,0.006121514387914589,0.007063597457371596,0.0040872903327485435,0.004393608303971391,0.004801696250456553,0.0044315696332996625,0.007471698992660597,0.0015748232923414145,0.002650308578121209
6,wheat flour,0.2,categorical_pif,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,wheat flour,0.2,categorical_pif,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,wheat flour,0.2,averted_dalys,2,2328.4599210338556,2741.902216510612,7385.2012995741425,4138.101344342821,2720.1479975436146,6232.663244938476,6434.358899830606,8801.543504888414,2280.8864932309084,4419.602257219554
6,wheat flour,0.2,averted_dalys,3,1393.8502924437578,2587.7622101640236,2195.9051900309896,1643.291550132107,1590.331102643036,1900.2127945744787,2218.623291306103,3783.2409033979366,567.5474732939338,1100.104721974748
6,wheat flour,0.5,pif,2,0.0006146922695900727,0.0009052661243259515,0.0027391818447371884,0.001122751025945924,0.0011242806890809337,0.0022143833496983505,0.0017777333972505435,0.0022331881781218884,0.0007972899872738649,0.0012544551501583745
6,wheat flour,0.5,pif,3,0.002603523615992243,0.0061826520712746705,0.007063597457371596,0.0043348720157314275,0.00451161618928628,0.004919244158353614,0.004446713851918757,0.007504144537800793,0.0016518678094421702,0.002794350164266643
6,wheat flour,0.5,categorical_pif,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,wheat flour,0.5,categorical_pif,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,wheat flour,0.5,averted_dalys,2,2300.4766471725816,2941.709673917839,7363.284689375404,4084.8363620935256,2823.2199482353085,6421.044574590065,6627.270717056151,9030.581774525766,2327.246405555528,4472.060739700626
6,wheat flour,0.5,averted_dalys,3,1393.8502924437578,2607.9990030366102,2195.9051900309896,1856.5190364357284,1681.9017024803156,1955.5218734136874,2226.236393868865,3813.856870274116,644.6244394770839,1234.5932243605384
6,wheat flour,0.8,pif,2,0.0006365423812859038,0.0009010793228798772,0.0027391818447371884,0.0011205509064169269,0.0012116655563516312,0.002232477098146148,0.0017777333972505435,0.0022331881781218884,0.0008261949686192981,0.001289325748913734
6,wheat flour,0.8,pif,3,0.00264276970172918,0.00622224634137689,0.007063597457371596,0.004406812470184165,0.004515521886570052,0.005104933565413679,0.004479460659679681,0.007504144537800793,0.0017301151784115604,0.002929765224191625
6,wheat flour,0.8,categorical_pif,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,wheat flour,0.8,categorical_pif,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,wheat flour,0.8,averted_dalys,2,2387.0779558859076,2933.530673596347,7363.284689375404,4076.29907169433,3024.008712978287,6473.898521910317,6627.270717056151,9030.581774525766,2415.447238526057,4602.032430092049
6,wheat flour,0.8,averted_dalys,3,1421.8583638694072,2670.3614173737747,2195.9051900309896,1932.67905259476,1685.5328166937725,2221.25964310901,2277.970103644948,3813.856870274116,671.0516413633635,1294.7614175916515
6,wheat flour,2.251672904575545,pif,2,0.0006365423812859038,0.0009010793228798772,0.0029582528363724762,0.0011512880002631251,0.0012062923908949654,0.0022654626801579623,0.0017777333972505435,0.0022331881781218884,0.0008638460184806454,0.0013424645003397627
6,wheat flour,2.251672904575545,pif,3,0.00264276970172918,0.00622224634137689,0.007618943206138006,0.0044375579959260655,0.004622249566481095,0.005134339300611208,0.004479460659679681,0.007504144537800793,0.0018641732746993663,0.0030034103519157207
6,wheat flour,2.251672904575545,categorical_pif,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,wheat flour,2.251672904575545,categorical_pif,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,wheat flour,2.251672904575545,averted_dalys,2,2387.0779558859076,2933.530673596347,7858.974510741802,4182.873012349015,3016.158127783228,6566.947444830505,6627.270717056151,9030.581774525766,2515.6443484393812,4767.712244870628
6,wheat flour,2.251672904575545,averted_dalys,3,1421.8583638694072,2670.3614173737747,2613.926617039331,1969.714554340826,1778.2305467946624,2249.382594254659,2277.970103644948,3813.856870274116,815.3203182350496,1374.653384728976
